1	1	1638292833.003158	8.154e+04	7.277e+03	6.003e+03	4.424e+04	4.559e+03	3.831e+04	7.652e+03	62.82	99.25	13.59

500000.0	1	1638292833.954811	8.175e+04	7.277e+03	6.003e+03	4.416e+04	4.562e+03	3.835e+04	7.653e+03	62.82	99.25	13.65

500000.0	1	1638292834.9957778	8.148e+04	7.277e+03	6.003e+03	4.420e+04	4.565e+03	3.833e+04	7.652e+03	62.80	99.21	13.60

#####################################################_CICLO_INICIADO_1_DE_5_#####################################################
############################################################_BOMBA_LIGADA_############################################################
1	500000.0	1638292840.9425962	6.688e+04	7.249e+03	8.424e+03	4.238e+04	3.280e+03	1.579e+04	7.224e+03	62.85	69.30	9.00

500000.0	500000.0	1638292841.991944	6.224e+04	7.235e+03	1.580e+04	4.076e+04	2.410e+03	8.058e+03	6.747e+03	62.89	69.46	8.00

500000.0	500000.0	1638292842.9874325	6.207e+04	7.277e+03	1.937e+04	3.991e+04	1.923e+03	5.740e+03	6.415e+03	62.94	69.26	7.49

500000.0	500000.0	1638292843.9921327	6.290e+04	8.799e+03	2.098e+04	3.966e+04	1.652e+03	4.862e+03	6.205e+03	62.95	69.19	7.27

500000.0	500000.0	1638292844.9886353	6.407e+04	1.047e+04	2.167e+04	3.953e+04	1.492e+03	4.467e+03	6.074e+03	62.97	69.38	7.15

500000.0	500000.0	1638292845.9316797	6.520e+04	1.159e+04	2.188e+04	3.956e+04	1.396e+03	4.289e+03	5.989e+03	62.98	69.15	7.15

500000.0	500000.0	1638292846.9840424	6.603e+04	1.239e+04	2.183e+04	3.973e+04	1.333e+03	4.222e+03	5.934e+03	62.98	69.23	7.10

500000.0	500000.0	1638292847.9385066	6.685e+04	1.297e+04	2.167e+04	3.987e+04	1.290e+03	4.214e+03	5.896e+03	62.98	69.42	7.19

500000.0	500000.0	1638292848.9775493	6.756e+04	1.338e+04	2.141e+04	4.012e+04	1.259e+03	4.239e+03	5.868e+03	62.98	69.26	7.20

500000.0	500000.0	1638292849.935289	6.799e+04	1.405e+04	2.114e+04	4.033e+04	1.239e+03	4.283e+03	5.850e+03	62.95	69.26	7.15

500000.0	500000.0	1638292850.983466	6.826e+04	1.461e+04	2.087e+04	4.058e+04	1.221e+03	4.335e+03	5.835e+03	62.95	69.38	7.12

500000.0	500000.0	1638292851.9834247	6.912e+04	1.489e+04	2.061e+04	4.087e+04	1.209e+03	4.387e+03	5.824e+03	62.95	69.26	7.17

500000.0	500000.0	1638292852.9807	6.916e+04	1.511e+04	2.037e+04	4.113e+04	1.200e+03	4.442e+03	5.810e+03	62.94	69.26	7.16

500000.0	500000.0	1638292853.9750404	6.948e+04	1.530e+04	2.013e+04	4.139e+04	1.191e+03	4.495e+03	5.802e+03	62.91	69.19	7.21

500000.0	500000.0	1638292854.9211297	6.964e+04	1.547e+04	1.994e+04	4.169e+04	1.185e+03	4.539e+03	5.794e+03	62.90	69.26	7.14

500000.0	500000.0	1638292855.9783359	6.992e+04	1.566e+04	1.975e+04	4.195e+04	1.178e+03	4.583e+03	5.790e+03	62.87	69.23	7.20

